200,200,200,200,200,200
202,199,202,199,202,198
203,200,203,198,204,195
203,201,202,199,207,191
203,202,201,198,208,187
204,204,200,199,209,181
205,205,197,201,210,175
205,206,196,202,211,167
207,206,194,204,211,160
208,207,193,208,211,155
207,208,190,212,211,149
204,211,187,217,210,142
203,216,183,222,209,134
203,222,177,226,210,124
204,227,170,228,210,114
205,232,164,231,210,105
206,235,159,236,211,95
207,236,152,243,212,87
208,237,144,248,213,79
210,238,137,255,214,70
211,239,130,262,216,62
214,241,123,271,219,52
215,242,114,279,223,42
215,243,107,289,229,32
214,243,102,298,236,24
211,245,95,308,243,18
208,249,90,318,251,13
204,255,85,326,257,6
198,262,82,333,261,1
194,270,81,339,263,0
188,276,81,344,267,0
184,280,82,351,273,0
181,286,82,356,277,0
176,293,81,362,282,0
173,298,80,369,287,0
170,305,81,377,292,0
166,311,81,384,298,0
160,316,81,392,303,0
156,320,82,400,310,0
151,324,84,400,316,0
145,329,84,400,324,0
137,333,82,400,330,0
131,339,81,400,335,0
124,344,81,400,342,0
118,349,81,400,351,0
111,354,83,400,361,0
104,357,85,400,370,0
96,362,85,400,379,0
88,366,84,400,389,0
81,372,85,400,399,0
73,380,84,400,400,0
65,387,84,400,400,0
57,395,86,400,400,0
49,400,88,400,400,0
39,400,88,400,400,0
29,400,90,400,400,0
19,400,91,400,400,0
10,400,94,400,400,0
2,400,97,400,400,0
0,400,101,400,400,0
0,400,106,400,400,0
0,400,111,400,400,0
0,400,116,400,400,0
0,400,121,399,400,0
0,400,128,396,400,0
0,400,135,395,400,0
0,400,143,393,400,0
0,400,152,390,400,0
0,400,162,388,400,0
0,400,172,387,400,0
0,400,182,385,400,1
0,400,192,381,400,1
0,400,202,375,400,0
0,400,211,368,400,0
0,400,221,360,400,0
0,400,230,352,400,0
0,400,239,346,400,0
0,400,249,338,400,0
0,400,259,332,400,1
0,400,269,325,400,2
0,400,278,317,400,4
0,400,286,310,400,6
0,400,292,302,400,6
0,400,296,292,400,5
0,400,301,284,400,5
0,400,306,277,400,6
0,400,310,272,400,8
0,400,314,266,400,8
0,400,320,259,400,8
0,400,328,252,400,7
0,400,336,245,400,7
0,400,342,237,400,8
0,400,349,229,400,8
0,400,354,221,400,9
0,400,358,211,400,9
0,400,362,202,400,9
0,400,365,195,400,7
0,400,367,190,400,7
0,400,371,187,400,5
0,400,376,182,400,1
0,400,381,178,400,0
0,400,386,175,400,0
0,400,391,170,400,0
0,400,395,166,400,0
0,400,397,160,400,0
2,400,399,155,400,2
5,400,400,151,400,2
6,400,400,148,400,4
5,400,400,143,400,5
4,400,400,140,400,4
4,400,400,137,400,2
6,400,400,134,400,0
7,400,400,130,400,0
7,400,400,124,400,0
8,400,400,118,400,0
9,400,400,111,400,0
12,400,400,102,400,0
14,400,400,95,400,0
16,400,400,89,400,0
18,400,400,84,399,0
18,400,400,79,399,0
19,400,400,73,399,0
22,400,400,65,400,0
23,400,400,55,400,0
26,400,400,45,400,0
30,400,400,36,400,0
