600,600,600,600,600,600
598,600,600,602,601,602
595,601,599,605,601,604
593,603,598,606,599,608
593,604,596,605,596,611
592,603,595,605,594,616
591,602,593,604,590,621
588,600,590,605,588,624
584,597,588,607,585,625
580,594,584,610,582,625
574,590,582,614,581,625
568,585,580,618,581,626
560,582,579,620,581,628
551,581,579,623,582,631
544,582,581,628,583,632
536,582,583,634,585,631
529,580,583,640,585,629
523,580,585,646,583,627
516,578,588,650,583,625
511,574,589,656,585,621
507,571,592,661,585,616
501,570,594,667,585,611
495,568,598,672,583,604
487,568,602,679,581,597
477,566,608,688,577,591
469,566,614,698,572,583
462,564,620,708,569,575
455,562,626,716,568,565
450,562,634,725,567,556
443,561,644,735,568,546
436,560,654,745,571,536
431,559,662,753,575,526
428,559,669,761,577,517
426,561,676,771,581,510
422,563,685,781,583,504
420,565,695,791,585,498
416,569,705,801,588,490
412,574,715,809,592,483
410,581,723,818,598,478
407,590,730,828,605,475
406,599,737,838,612,470
405,609,745,848,619,464
406,619,751,858,628,457
409,627,756,868,635,451
414,636,763,878,641,444
421,646,769,886,646,437
428,654,776,894,649,431
434,664,782,900,653,427
439,673,787,907,658,421
444,680,790,912,665,414
451,685,794,915,673,409
458,692,798,918,682,403
463,700,802,919,692,398
470,707,808,921,702,391
478,716,813,925,711,383
485,724,820,928,719,376
493,734,826,931,729,369
500,744,830,933,738,362
508,754,833,935,747,353
516,764,835,937,754,345
525,773,836,937,760,336
535,783,835,935,764,326
545,792,836,932,767,316
553,800,839,930,768,307
561,809,841,926,771,299
567,818,845,922,775,292
573,827,851,918,780,284
580,837,856,915,786,278
589,847,861,913,790,270
598,855,867,910,793,262
607,862,872,905,798,253
617,869,878,902,802,244
626,874,883,898,804,234
633,879,889,892,804,226
638,883,897,887,802,219
644,885,905,880,798,211
648,888,913,875,796,203
650,891,922,872,796,195
652,892,932,867,797,188
654,892,941,862,799,180
656,891,951,858,803,173
657,892,960,856,807,168
657,895,970,853,809,165
658,896,979,849,811,162
658,899,986,847,813,159
659,901,994,843,816,157
658,903,1004,840,820,155
659,905,1013,836,823,154
661,907,1021,832,825,155
661,908,1028,830,826,155
661,911,1036,830,828,157
662,913,1044,830,828,160
665,914,1054,832,828,163
668,917,1063,833,828,167
672,919,1071,835,830,169
674,923,1078,836,832,172
677,925,1084,838,834,173
681,927,1091,840,837,172
685,927,1099,844,841,173
691,926,1106,847,846,173
697,923,1114,851,853,175
704,921,1120,853,860,179
711,918,1128,853,865,185
716,913,1138,851,870,193
723,907,1148,848,874,199
731,902,1158,845,876,205
738,896,1167,843,879,213
746,888,1175,841,882,222
752,882,1185,840,887,230
757,875,1195,837,892,236
764,869,1200,834,897,241
771,861,1200,831,903,245
778,852,1200,830,910,248
786,842,1200,831,915,253
792,833,1200,830,920,258
798,826,1200,830,926,261
805,821,1200,832,932,266
811,816,1200,834,937,269
816,810,1200,837,942,274
823,805,1200,840,946,280
829,801,1200,845,949,284
837,797,1200,851,954,289
847,795,1200,859,958,294
856,791,1200,866,961,301
866,787,1200,871,962,308
876,781,1200,876,962,314
886,775,1200,882,963,322
895,768,1200,887,963,328
902,761,1200,892,964,332
911,753,1200,899,963,337
921,745,1200,907,961,344
931,735,1200,915,958,352
941,725,1200,922,953,362
951,716,1200,930,949,370
961,708,1200,937,945,380
971,702,1200,946,942,390
980,695,1200,956,939,400
990,690,1200,964,934,409
999,684,1200,973,930,417
1009,680,1200,982,924,423
1018,676,1200,991,916,427
1025,671,1200,1001,907,429
1032,666,1200,1011,897,431
1041,661,1200,1021,887,434
1049,657,1200,1031,877,436
1058,655,1200,1041,867,440
1065,651,1199,1050,857,445
1070,646,1199,1058,847,451
1077,643,1197,1065,837,458
1084,641,1197,1073,827,463
1089,638,1196,1080,819,470
1093,633,1196,1087,809,476
1098,628,1194,1093,800,483
1102,625,1192,1100,790,490
1104,623,1189,1108,781,498
1104,622,1184,1115,773,504
1106,620,1177,1124,765,509
1108,616,1170,1134,757,512
1108,611,1164,1144,751,514
1108,607,1157,1152,745,516
1108,602,1150,1162,738,518
1106,597,1144,1170,732,520
1103,594,1137,1179,726,521
1101,591,1128,1187,722,524
1101,587,1121,1193,716,526
1103,583,1115,1198,708,529
1104,578,1110,1200,699,533
1104,572,1106,1200,692,538
1104,564,1103,1199,687,544
1106,558,1102,1197,684,552
1107,550,1100,1197,680,558
1108,541,1098,1195,675,566
1110,531,1097,1195,669,573
1110,521,1097,1195,665,581
1110,513,1097,1194,661,588
1112,504,1099,1191,657,594
1113,496,1099,1189,655,599
1115,488,1099,1186,652,604
1119,478,1098,1184,647,609
1121,470,1095,1180,644,612
1122,462,1094,1176,642,615
1122,453,1091,1173,641,619
1124,443,1087,1168,640,621
1126,434,1083,1162,639,623
1129,424,1079,1155,639,627
1132,414,1073,1147,637,629
1133,406,1068,1141,634,631
1132,400,1064,1133,633,633
1129,395,1060,1126,634,636
1127,390,1056,1118,634,638
1124,385,1054,1108,633,642
1119,378,1054,1098,634,644
1113,369,1055,1090,633,644
1106,359,1056,1080,630,644
1101,349,1059,1070,626,645
1096,341,1064,1060,620,644
1091,334,1071,1050,616,643
1085,328,1080,1040,611,641
1078,321,1088,1030,605,641
1070,316,1095,1021,598,642
1063,311,1102,1011,590,644
1054,308,1109,1002,581,646
1044,304,1116,995,573,646
1034,298,1125,986,567,644
1024,294,1135,979,561,642
1014,288,1145,972,555,640
1004,280,1155,964,549,638
994,274,1165,956,544,634
984,268,1175,949,540,630
974,260,1183,940,536,628
964,254,1190,932,534,626
954,247,1198,922,534,625
945,241,1200,914,534,622
935,236,1200,907,535,619
925,231,1200,899,534,615
917,224,1200,891,535,609
907,217,1200,885,538,602
897,211,1200,877,543,595
887,207,1200,868,550,586
877,201,1200,858,555,576
867,196,1200,848,562,568
857,192,1200,839,570,558
848,186,1200,831,578,549
839,181,1200,821,586,539
829,176,1200,811,595,529
819,172,1200,803,604,519
810,170,1200,794,614,509
801,170,1200,784,624,499
794,171,1200,775,633,489
785,174,1200,765,640,480
775,178,1200,755,645,470
766,180,1200,745,649,462
758,184,1200,737,652,456
748,189,1200,727,653,450
739,194,1200,718,655,446
730,200,1200,709,659,443
721,204,1200,699,663,440
711,208,1200,689,668,439
702,214,1200,681,674,439
692,221,1200,671,682,439
682,227,1200,661,691,438
673,233,1200,651,699,435
663,238,1200,641,705,430
654,241,1200,631,709,426
646,242,1200,622,714,421
640,243,1200,612,721,417
632,243,1200,602,728,415
625,242,1200,593,737,411
618,241,1200,583,747,409
609,241,1200,574,757,408
602,240,1200,567,766,408
597,240,1200,560,775,407
590,238,1200,551,782,405
585,236,1200,542,790,405
578,234,1200,533,797,406
569,230,1200,523,806,405
562,227,1200,513,814,404
557,224,1200,503,824,404
550,222,1200,493,834,403
541,222,1200,484,843,402
534,222,1200,474,850,403
527,220,1200,465,855,406
519,217,1200,458,859,410
509,216,1200,450,862,415
499,215,1200,441,864,418
489,214,1200,431,864,421
479,213,1200,421,865,426
470,214,1200,411,866,432
460,216,1200,401,865,439
451,217,1200,391,864,448
442,220,1200,383,865,457
432,221,1200,377,864,464
422,224,1200,373,861,471
412,226,1200,369,860,479
402,230,1200,363,857,489
392,236,1200,355,855,497
382,241,1200,347,855,506
374,247,1200,337,857,516
364,251,1200,328,858,526
354,255,1200,318,858,536
344,260,1200,308,856,544
334,264,1200,298,854,552
324,270,1200,290,854,559
314,276,1200,283,853,567
304,281,1200,274,853,576
296,284,1200,264,855,584
286,289,1200,254,858,592
277,295,1200,246,861,602
268,301,1200,240,862,612
259,307,1200,236,864,622
250,313,1200,230,867,631
240,320,1200,225,870,639
231,326,1200,218,871,645
222,330,1200,213,870,650
213,334,1200,208,870,655
205,336,1200,205,872,660
195,338,1200,204,874,663
185,339,1200,204,878,666
175,338,1200,205,882,669
165,336,1200,204,888,672
155,332,1200,203,896,676
145,329,1200,201,902,679
135,327,1200,197,908,683
127,327,1200,191,916,685
117,327,1200,183,925,689
108,329,1200,175,935,695
98,332,1200,165,945,702
90,335,1200,155,953,708
81,337,1200,147,963,716
71,337,1200,137,972,722
63,337,1200,127,980,729
56,335,1200,117,988,738
51,335,1200,109,998,748
47,335,1200,100,1008,758
43,333,1200,90,1018,768
41,329,1200,80,1028,778
39,323,1199,71,1038,787
39,318,1196,61,1048,797
37,313,1192,51,1058,807
36,307,1188,41,1068,817
33,301,1182,33,1076,826
32,294,1174,27,1086,836
30,289,1167,22,1096,846
27,282,1160,19,1105,854
22,276,1153,16,1115,864
